case,activity,time
Case 198,Round Grinding - Machine 2,2012-03-08T20:23:00Z
Case 198,Round Grinding - Machine 2,2012-03-09T00:07:00Z
Case 198,Round Grinding - Machine 2,2012-03-09T07:16:00Z
Case 198,Round Grinding - Machine 2,2012-03-10T22:09:00Z
Case 198,Round Grinding - Machine 2,2012-03-11T06:44:00Z
Case 198,Round Grinding - Machine 2,2012-03-11T07:58:00Z
Case 198,Round Grinding - Machine 2,2012-03-11T16:18:00Z
Case 198,Final Inspection Q.C.,2012-03-15T11:19:00Z
Case 198,Packing,2012-03-16T00:00:00Z
Case 198,Packing,2012-03-18T00:00:00Z
Case 198,Final Inspection Q.C.,2012-03-18T10:09:00Z
Case 198,Grinding Rework - Machine 27,2012-03-19T07:20:00Z
Case 198,Packing,2012-03-20T00:00:00Z
Case 198,Final Inspection Q.C.,2012-03-20T09:34:00Z
Case 198,Laser Marking - Machine 7,2012-03-20T12:24:00Z
Case 199,Lapping - Machine 1,2012-01-03T00:00:00Z
Case 199,Lapping - Machine 1,2012-01-03T08:24:00Z
Case 199,Lapping - Machine 1,2012-01-03T12:25:00Z
Case 199,Lapping - Machine 1,2012-01-03T13:20:00Z
Case 199,Lapping - Machine 1,2012-01-03T15:35:00Z
Case 199,Round Grinding - Machine 2,2012-01-03T15:57:00Z
Case 199,Round Grinding - Machine 2,2012-01-03T16:07:00Z
Case 199,Round Grinding - Machine 2,2012-01-03T18:59:00Z
Case 199,Lapping - Machine 1,2012-01-04T00:00:00Z
Case 199,Lapping - Machine 1,2012-01-04T07:39:00Z
Case 199,Turning & Milling Q.C.,2012-01-04T09:00:00Z
Case 199,Turning & Milling - Machine 10,2012-01-04T22:37:00Z
Case 199,Turning & Milling - Machine 10,2012-01-05T06:52:00Z
Case 199,Round Grinding - Machine 2,2012-01-05T15:09:00Z
Case 199,Turning & Milling - Machine 10,2012-01-05T16:03:00Z
Case 199,Round Grinding - Machine 2,2012-01-05T16:28:00Z
Case 199,Round Grinding - Machine 2,2012-01-05T20:52:00Z
Case 199,Turning & Milling - Machine 10,2012-01-06T07:00:00Z
Case 199,Round Grinding - Machine 2,2012-01-06T07:01:00Z
Case 199,Lapping - Machine 1,2012-01-06T08:09:00Z
Case 199,Round Grinding - Machine 2,2012-01-07T21:57:00Z
Case 199,Turning & Milling - Machine 10,2012-01-08T09:12:00Z
Case 199,Round Grinding - Machine 2,2012-01-08T10:02:00Z
Case 199,Turning & Milling - Machine 10,2012-01-08T20:18:00Z
Case 199,Final Inspection Q.C.,2012-01-10T09:00:00Z
Case 199,Final Inspection Q.C.,2012-01-10T13:20:00Z
Case 199,Turning & Milling Q.C.,2012-01-10T14:26:00Z
Case 199,Turning & Milling - Machine 10,2012-01-10T20:41:00Z
Case 199,Turning & Milling - Machine 10,2012-01-11T07:15:00Z
Case 199,Laser Marking - Machine 7,2012-01-11T09:21:00Z
Case 199,Turning & Milling - Machine 10,2012-01-11T21:32:00Z
Case 199,Final Inspection Q.C.,2012-01-12T12:15:00Z
Case 199,Final Inspection Q.C.,2012-01-12T13:20:00Z
Case 199,Final Inspection Q.C.,2012-01-13T12:00:00Z
Case 199,Turning & Milling - Machine 10,2012-01-15T03:17:00Z
Case 199,Final Inspection Q.C.,2012-01-15T07:00:00Z
Case 199,Final Inspection Q.C.,2012-01-15T09:00:00Z
Case 199,Turning & Milling - Machine 10,2012-01-15T09:10:00Z
Case 199,Final Inspection Q.C.,2012-01-15T13:20:00Z
Case 199,Final Inspection Q.C.,2012-01-15T14:00:00Z
Case 199,Turning & Milling - Machine 10,2012-01-15T16:24:00Z
Case 199,Turning & Milling Q.C.,2012-01-16T13:20:00Z
Case 199,Turning & Milling Q.C.,2012-01-16T15:34:00Z
Case 199,Turning & Milling Q.C.,2012-01-16T15:54:00Z
Case 199,Turning & Milling Q.C.,2012-01-16T16:00:00Z
Case 199,Laser Marking - Machine 7,2012-01-17T08:18:00Z
Case 199,Grinding Rework - Machine 27,2012-01-17T15:14:00Z
Case 199,Final Inspection Q.C.,2012-01-19T07:00:00Z
Case 199,Final Inspection Q.C.,2012-01-19T10:00:00Z
Case 199,Packing,2012-01-20T00:00:00Z
Case 199,Lapping - Machine 1,2012-02-26T16:15:00Z
Case 199,Round Grinding - Machine 3,2012-02-26T23:59:00Z
Case 199,Lapping - Machine 1,2012-02-27T00:00:00Z
Case 199,Round Grinding - Machine 3,2012-02-27T02:00:00Z
Case 199,Round Grinding - Machine 3,2012-02-27T05:40:00Z
Case 199,Lapping - Machine 1,2012-02-28T00:00:00Z
Case 199,Lapping - Machine 1,2012-02-28T08:11:00Z
Case 199,Lapping - Machine 1,2012-02-28T09:05:00Z
Case 199,Round Grinding - Machine 3,2012-02-28T22:12:00Z
Case 199,Lapping - Machine 1,2012-02-29T00:00:00Z
Case 199,Lapping - Machine 1,2012-02-29T00:00:00Z
Case 199,Round Grinding - Machine 3,2012-02-29T01:27:00Z
Case 199,Lapping - Machine 1,2012-02-29T08:02:00Z
Case 199,Round Grinding - Machine 3,2012-02-29T09:38:00Z
Case 199,Round Grinding - Machine 3,2012-02-29T10:57:00Z
Case 199,Round Grinding - Machine 3,2012-02-29T13:27:00Z
Case 199,Lapping - Machine 1,2012-02-29T16:28:00Z
Case 199,Round Grinding - Machine 3,2012-02-29T20:36:00Z
Case 199,Round Grinding - Machine 3,2012-02-29T22:45:00Z
Case 199,Final Inspection Q.C.,2012-03-01T07:00:00Z
Case 199,Lapping - Machine 1,2012-03-01T07:34:00Z
Case 199,Final Inspection Q.C.,2012-03-01T09:00:00Z
Case 199,Final Inspection Q.C.,2012-03-01T11:00:00Z
Case 199,Round Grinding - Machine 3,2012-03-01T15:19:00Z
Case 199,Final Inspection Q.C.,2012-03-01T16:10:00Z
Case 199,Round Grinding - Machine 3,2012-03-01T20:50:00Z
Case 199,Lapping - Machine 1,2012-03-02T00:00:00Z
Case 199,Lapping - Machine 1,2012-03-02T00:00:00Z
Case 199,Lapping - Machine 1,2012-03-02T11:16:00Z
Case 199,Round Grinding - Machine 3,2012-03-03T22:11:00Z
Case 199,Final Inspection Q.C.,2012-03-04T07:30:00Z
Case 199,Final Inspection Q.C.,2012-03-04T09:00:00Z
Case 199,Round Grinding - Machine 3,2012-03-04T12:21:00Z
Case 199,Final Inspection Q.C.,2012-03-04T13:20:00Z
Case 199,Packing,2012-03-05T00:00:00Z
Case 199,Grinding Rework - Machine 27,2012-03-06T09:23:00Z
Case 199,Final Inspection Q.C.,2012-03-16T09:34:00Z
Case 199,Grinding Rework - Machine 27,2012-03-18T10:18:00Z
Case 199,Grinding Rework - Machine 27,2012-03-18T16:16:00Z
Case 199,Final Inspection Q.C.,2012-03-19T06:59:00Z
Case 199,Final Inspection Q.C.,2012-03-19T10:58:00Z
Case 199,Packing,2012-03-20T00:00:00Z
Case 199,Final Inspection Q.C.,2012-03-20T09:51:00Z
Case 199,Final Inspection Q.C.,2012-03-21T13:20:00Z
Case 199,Grinding Rework - Machine 27,2012-03-21T16:48:00Z
Case 199,Packing,2012-03-22T00:00:00Z
Case 199,Packing,2012-03-27T00:00:00Z
Case 199,Packing,2012-03-27T00:00:00Z
Case 199,Grinding Rework - Machine 27,2012-03-28T20:12:00Z
Case 199,Packing,2012-03-29T00:00:00Z
Case 199,Final Inspection Q.C.,2012-03-29T07:34:00Z
Case 199,Final Inspection Q.C.,2012-03-29T12:24:00Z
Case 199,Packing,2012-03-30T00:00:00Z
Case 199,Final Inspection Q.C.,2012-03-30T08:40:00Z
Case 199,Final Inspection Q.C.,2012-03-30T09:53:00Z
Case 199,Final Inspection Q.C.,2012-03-30T10:15:00Z
Case 199,Final Inspection Q.C.,2012-03-30T10:25:00Z
Case 199,Final Inspection Q.C.,2012-03-30T10:35:00Z
Case 200,Milling - Machine 10,2012-01-09T00:00:00Z
Case 200,Grinding Rework - Machine 27,2012-01-11T17:45:00Z
Case 200,Final Inspection Q.C.,2012-01-12T07:45:00Z
Case 200,Final Inspection Q.C.,2012-01-12T08:20:00Z
Case 200,Packing,2012-01-15T00:00:00Z
Case 200,Lapping - Machine 1,2012-01-30T00:00:00Z
Case 200,Round Grinding - Machine 3,2012-01-30T00:00:00Z
Case 208,Turning & Milling - Machine 10,2012-01-04T08:35:00Z
Case 208,Turning & Milling - Machine 10,2012-01-04T15:58:00Z
Case 208,Turning & Milling - Machine 10,2012-01-08T22:21:00Z
Case 208,Turning & Milling - Machine 10,2012-01-09T02:20:00Z
Case 208,Turning & Milling - Machine 10,2012-01-09T07:09:00Z
Case 208,Turning & Milling - Machine 10,2012-01-09T16:18:00Z
Case 208,Turning & Milling - Machine 10,2012-01-09T20:42:00Z
Case 208,Turning & Milling - Machine 10,2012-01-10T07:18:00Z
Case 208,Turning & Milling Q.C.,2012-01-10T10:00:00Z
Case 208,Laser Marking - Machine 7,2012-01-11T08:09:00Z
Case 208,Lapping - Machine 1,2012-01-25T14:50:00Z
Case 208,Round Grinding - Machine 2,2012-02-01T22:08:00Z
Case 208,Round Grinding - Machine 2,2012-02-02T04:13:00Z
Case 208,Round Grinding - Machine 2,2012-02-02T07:01:00Z
Case 208,Final Inspection Q.C.,2012-02-08T09:14:00Z
Case 208,Grinding Rework - Machine 27,2012-02-08T11:34:00Z
Case 208,Grinding Rework - Machine 27,2012-02-08T16:13:00Z
Case 208,Grinding Rework - Machine 27,2012-02-09T07:23:00Z
Case 208,Grinding Rework - Machine 27,2012-02-14T20:24:00Z
Case 208,Packing,2012-02-16T00:00:00Z
Case 208,Final Inspection Q.C.,2012-02-16T07:29:00Z
Case 219,Lapping - Machine 1,2012-01-03T15:55:00Z
Case 219,Lapping - Machine 1,2012-01-05T17:07:00Z
Case 219,Round Grinding - Machine 2,2012-01-08T18:11:00Z
Case 219,Round Grinding - Machine 2,2012-01-09T15:13:00Z
Case 219,Round Grinding - Machine 2,2012-01-09T16:08:00Z
Case 219,Round Grinding - Machine 2,2012-01-09T18:27:00Z
Case 219,Round Grinding - Machine 2,2012-01-09T23:45:00Z
Case 219,Final Inspection Q.C.,2012-01-11T07:00:00Z
Case 219,Final Inspection Q.C.,2012-01-15T12:14:00Z
Case 219,Packing,2012-01-17T00:00:00Z
Case 219,Packing,2012-01-18T00:00:00Z
Case 225,Grinding Rework - Machine 27,2012-01-05T06:57:00Z
Case 225,Laser Marking - Machine 7,2012-01-08T00:00:00Z
Case 225,Grinding Rework - Machine 2,2012-01-08T17:52:00Z
Case 225,Grinding Rework - Machine 27,2012-01-09T19:46:00Z
Case 225,Laser Marking - Machine 7,2012-01-10T00:00:00Z
Case 225,Lapping - Machine 1,2012-01-20T00:00:00Z
Case 225,Lapping - Machine 1,2012-01-20T07:07:00Z
Case 225,Lapping - Machine 1,2012-01-20T11:17:00Z
Case 225,Round Grinding - Machine 2,2012-01-21T21:56:00Z
Case 225,Lapping - Machine 1,2012-01-22T00:00:00Z
Case 225,Lapping - Machine 1,2012-01-22T09:26:00Z
Case 225,Round Grinding - Machine 2,2012-01-22T10:14:00Z
Case 225,Lapping - Machine 1,2012-01-22T13:23:00Z
Case 225,Round Grinding - Machine 2,2012-01-22T14:41:00Z
Case 225,Round Grinding - Machine 2,2012-01-22T16:33:00Z
Case 225,Lapping - Machine 1,2012-01-22T17:28:00Z
Case 225,Round Grinding - Machine 2,2012-01-22T18:59:00Z
Case 225,Round Grinding - Machine 2,2012-01-22T23:57:00Z
Case 225,Round Grinding - Machine 2,2012-01-23T07:06:00Z
Case 225,Round Grinding - Machine 2,2012-01-23T16:20:00Z
Case 225,Lapping - Machine 1,2012-01-23T16:23:00Z
Case 225,Turning Rework - Machine 21,2012-01-26T10:30:00Z
Case 225,Lapping - Machine 1,2012-01-26T10:52:00Z
Case 225,Lapping - Machine 1,2012-01-29T13:53:00Z
Case 225,Lapping - Machine 1,2012-01-29T13:54:00Z
Case 225,Round Grinding - Machine 3,2012-01-29T23:20:00Z
Case 225,Final Inspection Q.C.,2012-01-30T07:40:00Z
Case 225,Final Inspection Q.C.,2012-01-30T09:00:00Z
Case 225,Final Inspection Q.C.,2012-01-30T13:20:00Z
Case 225,Round Grinding - Machine 3,2012-01-30T20:30:00Z
Case 225,Round Grinding - Machine 3,2012-01-31T07:00:00Z
Case 225,Final Inspection Q.C.,2012-01-31T07:14:00Z
Case 225,Lapping - Machine 1,2012-01-31T08:30:00Z
Case 225,Final Inspection Q.C.,2012-01-31T09:00:00Z
Case 225,Round Grinding - Machine 3,2012-01-31T15:57:00Z
Case 225,Final Inspection Q.C.,2012-02-05T12:00:00Z
Case 225,Final Inspection Q.C.,2012-02-05T13:20:00Z
Case 225,Packing,2012-02-06T00:00:00Z
Case 225,Packing,2012-02-06T00:00:00Z
Case 225,Final Inspection Q.C.,2012-02-07T07:00:00Z
Case 225,Final Inspection Q.C.,2012-02-07T11:00:00Z
Case 225,Final Inspection Q.C.,2012-02-07T12:10:00Z
Case 225,Final Inspection Q.C.,2012-02-07T13:20:00Z
Case 225,Final Inspection Q.C.,2012-02-07T13:20:00Z
Case 225,Final Inspection Q.C.,2012-02-10T11:10:00Z
Case 225,Packing,2012-02-12T00:00:00Z
Case 225,Final Inspection Q.C.,2012-02-12T07:00:00Z
Case 225,Grinding Rework - Machine 27,2012-02-12T10:53:00Z
Case 225,Packing,2012-02-13T00:00:00Z
Case 225,Final Inspection Q.C.,2012-02-13T11:10:00Z
Case 225,Final Inspection Q.C.,2012-02-20T13:20:00Z
Case 225,Final Inspection Q.C.,2012-02-21T10:45:00Z
Case 225,Final Inspection Q.C.,2012-02-21T13:20:00Z
Case 225,Final Inspection Q.C.,2012-02-21T14:00:00Z
Case 225,Final Inspection Q.C.,2012-02-21T15:00:00Z
Case 225,Laser Marking - Machine 7,2012-02-22T08:25:00Z
Case 225,Final Inspection Q.C.,2012-02-22T16:10:00Z
Case 225,Round Grinding - Machine 2,2012-02-22T16:48:00Z
Case 225,Round Grinding - Machine 2,2012-02-22T19:48:00Z
Case 225,Packing,2012-02-23T00:00:00Z
Case 225,Final Inspection Q.C.,2012-02-23T15:20:00Z
Case 225,Final Inspection Q.C.,2012-02-26T09:00:00Z
Case 225,Final Inspection Q.C.,2012-02-27T09:00:00Z
Case 225,Packing,2012-02-28T00:00:00Z
Case 225,Grinding Rework - Machine 27,2012-03-04T14:21:00Z
Case 225,Grinding Rework - Machine 27,2012-03-04T16:27:00Z
Case 225,Grinding Rework - Machine 2,2012-03-08T12:13:00Z
Case 225,Packing,2012-03-18T00:00:00Z
Case 225,Final Inspection Q.C.,2012-03-18T11:00:00Z
Case 225,Final Inspection Q.C.,2012-03-19T13:20:00Z
Case 225,Grinding Rework - Machine 27,2012-03-21T16:13:00Z
Case 225,Packing,2012-03-22T00:00:00Z
Case 225,Final Inspection Q.C.,2012-03-22T07:00:00Z
Case 225,Grinding Rework - Machine 27,2012-03-26T15:59:00Z
Case 225,Laser Marking - Machine 7,2012-03-30T00:00:00Z
Case 231,Lapping - Machine 1,2012-01-12T12:25:00Z
Case 231,Round Grinding - Machine 2,2012-01-15T10:52:00Z
Case 231,Round Grinding - Machine 2,2012-01-15T14:27:00Z
Case 231,Round Grinding - Machine 2,2012-01-15T16:18:00Z
Case 231,Round Grinding - Machine 2,2012-01-15T23:34:00Z
Case 231,Round Grinding - Q.C.,2012-01-18T09:42:00Z
Case 231,Round Grinding - Q.C.,2012-01-18T13:20:00Z
Case 231,Round Grinding - Q.C.,2012-01-19T09:00:00Z
Case 231,Final Inspection Q.C.,2012-01-19T09:30:00Z
Case 231,Round Grinding - Q.C.,2012-01-19T13:20:00Z
Case 231,Final Inspection Q.C.,2012-01-22T14:00:00Z
Case 231,Final Inspection Q.C.,2012-01-22T14:40:00Z
Case 231,Packing,2012-01-23T00:00:00Z
Case 231,Final Inspection Q.C.,2012-01-23T07:00:00Z
Case 231,Final Inspection Q.C.,2012-01-23T07:30:00Z
Case 232,Turning & Milling Q.C.,2012-01-03T07:01:00Z
Case 232,Turning & Milling - Machine 5,2012-01-03T07:04:00Z
Case 232,Laser Marking - Machine 7,2012-01-03T07:10:00Z
Case 232,Lapping - Machine 1,2012-01-09T16:29:00Z
Case 232,Round Grinding - Machine 12,2012-01-11T14:05:00Z
Case 232,Round Grinding - Machine 12,2012-01-11T15:06:00Z
Case 232,Round Grinding - Machine 12,2012-01-12T06:53:00Z
Case 232,Lapping - Machine 1,2012-01-12T12:34:00Z
Case 232,Round Grinding - Manual,2012-01-12T12:53:00Z
Case 232,Round Grinding - Manual,2012-01-12T13:59:00Z
Case 232,Round Grinding - Manual,2012-01-14T21:46:00Z
Case 232,Round Grinding - Machine 12,2012-01-14T23:55:00Z
Case 232,Round Grinding - Machine 12,2012-01-15T00:26:00Z
Case 232,Round Grinding - Machine 12,2012-01-15T20:02:00Z
Case 232,Round Grinding - Machine 12,2012-01-16T05:20:00Z
Case 232,Round Grinding - Machine 12,2012-01-16T20:14:00Z
Case 232,Final Inspection Q.C.,2012-01-17T13:00:00Z
Case 232,Packing,2012-01-18T00:00:00Z
Case 232,Final Inspection Q.C.,2012-01-18T12:08:00Z
Case 244,Lapping - Machine 1,2012-01-09T17:15:00Z
Case 244,Lapping - Machine 1,2012-01-10T06:57:00Z
Case 244,Round Grinding - Machine 12,2012-01-10T08:12:00Z
Case 244,Round Grinding - Machine 12,2012-01-10T09:51:00Z
Case 244,Round Grinding - Machine 12,2012-01-11T06:57:00Z
Case 244,Final Inspection Q.C.,2012-01-11T11:00:00Z
Case 244,Round Grinding - Machine 12,2012-01-11T11:20:00Z
Case 244,Round Grinding - Machine 12,2012-01-11T12:38:00Z
Case 244,Final Inspection Q.C.,2012-01-12T09:00:00Z
Case 244,Final Inspection Q.C.,2012-01-13T12:25:00Z
Case 244,Packing,2012-01-15T00:00:00Z
Case 245,Turning & Milling - Machine 9,2012-01-19T07:07:00Z
Case 245,Turning & Milling - Machine 9,2012-01-19T15:22:00Z
Case 245,Turning & Milling Q.C.,2012-01-19T16:50:00Z
Case 245,Turning & Milling - Machine 9,2012-01-20T09:22:00Z
Case 245,Turning & Milling - Machine 9,2012-01-20T11:05:00Z
Case 245,Turning & Milling - Machine 9,2012-01-22T20:22:00Z
Case 245,Turning & Milling - Machine 9,2012-01-23T03:31:00Z
Case 245,Turning & Milling Q.C.,2012-01-23T07:43:00Z
Case 245,Laser Marking - Machine 7,2012-01-24T17:15:00Z
Case 245,Lapping - Machine 1,2012-02-12T00:00:00Z
Case 245,Round Grinding - Manual,2012-02-14T01:00:00Z
Case 245,Lapping - Machine 1,2012-02-14T04:54:00Z
Case 245,Round Grinding - Manual,2012-02-14T23:00:00Z
Case 245,Round Grinding - Manual,2012-02-15T20:19:00Z
Case 245,Round Grinding - Manual,2012-02-16T20:20:00Z
Case 245,Final Inspection Q.C.,2012-02-19T07:00:00Z
Case 245,Packing,2012-02-20T00:00:00Z
Case 251,Turning & Milling - Machine 5,2012-01-08T15:04:00Z
Case 251,Turning & Milling - Machine 5,2012-01-09T06:50:00Z
Case 251,Turning & Milling - Machine 5,2012-01-09T11:28:00Z
Case 251,Turning & Milling Q.C.,2012-01-10T07:00:00Z
Case 251,Laser Marking - Machine 7,2012-01-10T09:10:00Z
Case 251,Turning & Milling Q.C.,2012-01-10T14:50:00Z
Case 251,Lapping - Machine 1,2012-02-14T15:07:00Z
Case 251,Round Grinding - Machine 23,2012-02-19T21:42:00Z
Case 251,Final Inspection Q.C.,2012-02-20T09:00:00Z
Case 251,Final Inspection Q.C.,2012-02-21T07:00:00Z
Case 251,Round Grinding - Machine 23,2012-02-21T12:25:00Z
Case 251,Packing,2012-02-23T00:00:00Z
Case 251,Final Inspection Q.C.,2012-02-23T09:00:00Z
Case 251,Final Inspection Q.C.,2012-02-23T13:20:00Z
Case 257,Turning & Milling - Machine 5,2012-01-11T07:35:00Z
Case 257,Turning & Milling - Machine 5,2012-01-11T12:45:00Z
Case 257,Turning & Milling - Machine 5,2012-01-11T15:49:00Z
Case 257,Turning & Milling - Machine 5,2012-01-11T18:09:00Z
Case 257,Turning & Milling - Machine 5,2012-01-11T21:04:00Z
Case 257,Turning & Milling - Machine 5,2012-01-12T07:08:00Z
Case 257,Turning & Milling - Machine 5,2012-01-12T23:38:00Z
Case 257,Turning & Milling - Machine 5,2012-01-13T07:09:00Z
Case 257,Turning & Milling - Machine 5,2012-01-14T13:00:00Z
Case 257,Turning & Milling - Machine 5,2012-01-14T13:00:00Z
Case 257,Turning & Milling - Machine 5,2012-01-14T22:55:00Z
Case 257,Turning & Milling - Machine 5,2012-01-15T00:00:00Z
Case 257,Turning & Milling - Machine 5,2012-01-15T08:40:00Z
Case 257,Turning & Milling Q.C.,2012-01-16T09:30:00Z
Case 257,Turning & Milling Q.C.,2012-01-16T12:43:00Z
Case 257,Laser Marking - Machine 7,2012-01-16T15:08:00Z
Case 257,Lapping - Machine 1,2012-02-13T12:38:00Z
Case 257,Lapping - Machine 1,2012-02-13T13:47:00Z
Case 257,Round Grinding - Machine 2,2012-02-13T20:09:00Z
Case 257,Round Grinding - Machine 2,2012-02-13T23:06:00Z
Case 257,Round Grinding - Machine 2,2012-02-14T07:00:00Z
Case 257,Lapping - Machine 1,2012-02-14T08:27:00Z
Case 257,Lapping - Machine 1,2012-02-14T10:48:00Z
Case 257,Round Grinding - Machine 2,2012-02-14T20:07:00Z
Case 257,Round Grinding - Machine 2,2012-02-15T06:58:00Z
Case 257,Round Grinding - Machine 2,2012-02-15T07:00:00Z
Case 257,Round Grinding - Machine 2,2012-02-15T11:26:00Z
Case 257,Round Grinding - Machine 2,2012-02-15T16:55:00Z
Case 257,Round Grinding - Machine 2,2012-02-15T18:19:00Z
Case 257,Round Grinding - Machine 2,2012-02-16T00:10:00Z
Case 257,Round Grinding - Machine 2,2012-02-16T06:51:00Z
Case 257,Round Grinding - Machine 2,2012-02-16T07:30:00Z
Case 257,Final Inspection Q.C.,2012-02-16T11:44:00Z
Case 257,Final Inspection Q.C.,2012-02-16T13:20:00Z
Case 257,Final Inspection Q.C.,2012-02-19T07:00:00Z
Case 257,Final Inspection Q.C.,2012-02-19T09:00:00Z
Case 257,Final Inspection Q.C.,2012-02-19T10:40:00Z
Case 257,Final Inspection Q.C.,2012-02-19T14:07:00Z
Case 257,Packing,2012-02-20T00:00:00Z
Case 257,Final Inspection Q.C.,2012-02-20T07:00:00Z
Case 257,Packing,2012-02-21T00:00:00Z
Case 257,Final Inspection Q.C.,2012-02-21T09:00:00Z
Case 257,Final Inspection Q.C.,2012-02-22T17:00:00Z
Case 257,Final Inspection Q.C.,2012-02-23T10:30:00Z
Case 257,Final Inspection Q.C.,2012-02-23T13:35:00Z
Case 257,Final Inspection Q.C.,2012-02-23T14:30:00Z
Case 257,Packing,2012-02-29T00:00:00Z
Case 257,Final Inspection Q.C.,2012-02-29T08:30:00Z
Case 257,Grinding Rework - Machine 27,2012-03-04T10:44:00Z
Case 257,Grinding Rework - Machine 27,2012-03-04T15:21:00Z
Case 257,Lapping - Machine 1,2012-03-05T11:40:00Z
Case 257,Round Grinding - Machine 2,2012-03-07T23:26:00Z
Case 257,Round Grinding - Machine 2,2012-03-08T02:07:00Z
Case 257,Round Grinding - Machine 2,2012-03-08T07:06:00Z
Case 257,Packing,2012-03-18T00:00:00Z
Case 257,Final Inspection Q.C.,2012-03-18T07:00:00Z
Case 257,Grinding Rework - Machine 27,2012-03-18T11:56:00Z
Case 257,Final Inspection Q.C.,2012-03-19T09:00:00Z
Case 257,Final Inspection Q.C.,2012-03-20T09:00:00Z
Case 257,Final Inspection Q.C.,2012-03-20T09:30:00Z
Case 257,Final Inspection Q.C.,2012-03-20T09:45:00Z
Case 257,Final Inspection Q.C.,2012-03-20T10:00:00Z
Case 257,Packing,2012-03-21T00:00:00Z
Case 257,Final Inspection Q.C.,2012-03-21T12:00:00Z
Case 257,Grinding Rework - Machine 27,2012-03-27T20:48:00Z
Case 257,Grinding Rework - Machine 27,2012-03-28T07:04:00Z
Case 257,Lapping - Machine 1,2012-03-28T11:28:00Z
Case 257,Packing,2012-03-30T00:00:00Z
Case 257,Final Inspection Q.C.,2012-03-30T00:00:00Z
Case 257,Final Inspection Q.C.,2012-03-30T07:20:00Z
Case 257,Final Inspection Q.C.,2012-03-30T08:12:00Z
Case 266,Turning & Milling Q.C.,2012-01-04T07:00:00Z
Case 266,Turning & Milling - Machine 5,2012-01-04T14:15:00Z
Case 266,Turning & Milling - Machine 5,2012-01-04T19:54:00Z
Case 266,Turning & Milling - Machine 5,2012-01-05T07:06:00Z
Case 266,Turning & Milling Q.C.,2012-01-05T14:00:00Z
Case 266,Turning & Milling - Machine 5,2012-01-05T14:22:00Z
Case 266,Turning & Milling Q.C.,2012-01-05T17:00:00Z
Case 266,Turning & Milling - Machine 5,2012-01-05T19:51:00Z
Case 266,Turning & Milling - Machine 5,2012-01-05T20:51:00Z
Case 266,Turning & Milling - Machine 5,2012-01-06T07:21:00Z
Case 266,Turning & Milling - Machine 5,2012-01-06T13:00:00Z
Case 266,Turning & Milling - Machine 5,2012-01-07T07:00:00Z
Case 266,Turning & Milling - Machine 5,2012-01-07T23:36:00Z
Case 266,Turning & Milling - Machine 5,2012-01-08T07:06:00Z
Case 266,Turning & Milling Q.C.,2012-01-08T09:00:00Z
Case 266,Turning & Milling Q.C.,2012-01-08T13:20:00Z
Case 266,Turning & Milling Q.C.,2012-01-08T13:40:00Z
Case 266,Turning & Milling Q.C.,2012-01-08T14:00:00Z
Case 266,Turning & Milling Q.C.,2012-01-08T14:20:00Z
Case 266,Turning & Milling Q.C.,2012-01-08T14:40:00Z
Case 266,Turning & Milling - Machine 5,2012-01-08T19:42:00Z
Case 266,Laser Marking - Machine 7,2012-01-08T21:14:00Z
Case 266,Lapping - Machine 1,2012-01-31T12:08:00Z
Case 266,Lapping - Machine 1,2012-02-01T13:52:00Z
Case 266,Lapping - Machine 1,2012-02-01T16:04:00Z
Case 266,Round Grinding - Machine 2,2012-02-02T21:09:00Z
Case 266,Round Grinding - Machine 2,2012-02-02T23:36:00Z
Case 266,Round Grinding - Machine 2,2012-02-03T07:04:00Z
Case 266,Lapping - Machine 1,2012-02-03T09:36:00Z
Case 266,Lapping - Machine 1,2012-02-05T00:00:00Z
Case 266,Final Inspection Q.C.,2012-02-05T14:00:00Z
Case 266,Final Inspection Q.C.,2012-02-06T07:00:00Z
Case 266,Final Inspection Q.C.,2012-02-06T09:00:00Z
Case 266,Lapping - Machine 1,2012-02-08T09:28:00Z
Case 266,Round Grinding - Machine 3,2012-02-09T20:01:00Z
Case 266,Round Grinding - Machine 3,2012-02-09T22:29:00Z
Case 266,Round Grinding - Machine 3,2012-02-10T06:50:00Z
Case 266,Lapping - Machine 1,2012-02-10T09:43:00Z
Case 266,Turning & Milling Q.C.,2012-02-10T12:00:00Z
Case 266,Round Grinding - Machine 2,2012-02-12T17:22:00Z
Case 266,Lapping - Machine 1,2012-02-12T17:42:00Z
Case 266,Round Grinding - Machine 2,2012-02-12T20:00:00Z
Case 266,Turning & Milling Q.C.,2012-02-12T20:03:00Z
Case 266,Round Grinding - Machine 2,2012-02-13T06:54:00Z
Case 266,Final Inspection Q.C.,2012-02-13T12:20:00Z
Case 266,Final Inspection Q.C.,2012-02-14T07:00:00Z
Case 266,Final Inspection Q.C.,2012-02-14T09:00:00Z
Case 266,Packing,2012-02-15T00:00:00Z
Case 266,Final Inspection Q.C.,2012-02-15T14:20:00Z
Case 266,Packing,2012-02-16T00:00:00Z
Case 266,Packing,2012-02-16T00:00:00Z
Case 266,Final Inspection Q.C.,2012-02-16T07:15:00Z
Case 266,Final Inspection Q.C.,2012-02-16T09:00:00Z
Case 266,Final Inspection Q.C.,2012-02-16T11:44:00Z
Case 266,Final Inspection Q.C.,2012-02-19T13:20:00Z
