case,activity,time
Case 18,Round Grinding - Machine 2,2012-01-22T23:57:00Z
Case 18,Lapping - Machine 1,2012-01-23T00:00:00Z
Case 18,Lapping - Machine 1,2012-01-23T00:00:00Z
Case 18,Lapping - Machine 1,2012-01-23T00:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T00:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T00:00:00Z
Case 18,Lapping - Machine 1,2012-01-23T03:31:00Z
Case 18,Lapping - Machine 1,2012-01-23T05:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T06:54:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T06:57:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T07:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T07:00:00Z
Case 18,Final Inspection Q.C.,2012-01-23T07:01:00Z
Case 18,Final Inspection Q.C.,2012-01-23T07:06:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T07:10:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T07:16:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T07:16:00Z
Case 18,Final Inspection Q.C.,2012-01-23T07:30:00Z
Case 18,Final Inspection Q.C.,2012-01-23T07:38:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T07:43:00Z
Case 18,Packing,2012-01-23T07:51:00Z
Case 18,Final Inspection Q.C.,2012-01-23T07:54:00Z
Case 18,Final Inspection Q.C.,2012-01-23T08:14:00Z
Case 18,Lapping - Machine 1,2012-01-23T09:24:00Z
Case 18,Final Inspection Q.C.,2012-01-23T09:58:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T10:05:00Z
Case 18,Lapping - Machine 1,2012-01-23T10:06:00Z
Case 18,Turning & Milling - Machine 5,2012-01-23T10:41:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T11:10:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T11:23:00Z
Case 18,Packing,2012-01-23T11:44:00Z
Case 18,Lapping - Machine 1,2012-01-23T13:20:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T13:30:00Z
Case 18,Final Inspection Q.C.,2012-01-23T13:46:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T13:53:00Z
Case 18,Final Inspection Q.C.,2012-01-23T14:09:00Z
Case 18,Final Inspection Q.C.,2012-01-23T14:21:00Z
Case 18,Final Inspection Q.C.,2012-01-23T14:46:00Z
Case 18,Final Inspection Q.C.,2012-01-23T14:57:00Z
Case 18,Final Inspection Q.C.,2012-01-23T15:06:00Z
Case 18,Lapping - Machine 1,2012-01-23T15:30:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T15:31:00Z
Case 18,Lapping - Machine 1,2012-01-23T16:00:00Z
Case 18,Lapping - Machine 1,2012-01-23T16:09:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T16:09:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T16:09:00Z
Case 18,Lapping - Machine 1,2012-01-23T16:10:00Z
Case 18,Final Inspection Q.C.,2012-01-23T16:13:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T16:20:00Z
Case 18,Packing,2012-01-23T16:23:00Z
Case 18,Lapping - Machine 1,2012-01-23T16:53:00Z
Case 18,Lapping - Machine 1,2012-01-23T16:54:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T16:57:00Z
Case 18,Final Inspection Q.C.,2012-01-23T17:18:00Z
Case 18,Lapping - Machine 1,2012-01-23T18:12:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T19:56:00Z
Case 18,Final Inspection Q.C.,2012-01-23T20:16:00Z
Case 18,Grinding Rework - Machine 27,2012-01-23T20:18:00Z
Case 18,Lapping - Machine 1,2012-01-23T20:43:00Z
Case 18,Round Grinding - Machine 2,2012-01-23T21:16:00Z
Case 18,Lapping - Machine 1,2012-01-23T21:49:00Z
Case 18,Laser Marking - Machine 7,2012-01-23T23:00:00Z
Case 18,Final Inspection Q.C.,2012-01-24T00:00:00Z
Case 18,Grinding Rework - Machine 27,2012-01-24T00:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T00:00:00Z
Case 18,Lapping - Machine 1,2012-01-24T00:00:00Z
Case 18,Final Inspection Q.C.,2012-01-24T00:00:00Z
Case 18,Lapping - Machine 1,2012-01-24T00:00:00Z
Case 18,Final Inspection Q.C.,2012-01-24T00:00:00Z
Case 18,Lapping - Machine 1,2012-01-24T04:37:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T06:50:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T06:50:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T06:54:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T07:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T07:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T07:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T07:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T07:00:00Z
Case 18,Round Grinding - Machine 2,2012-01-24T07:00:00Z
Case 18,Grinding Rework - Machine 27,2012-01-24T07:04:00Z
Case 18,Final Inspection Q.C.,2012-01-24T07:14:00Z
Case 18,Grinding Rework - Machine 27,2012-01-24T07:18:00Z
Case 18,Final Inspection Q.C.,2012-01-24T07:20:00Z
Case 18,Packing,2012-01-24T07:20:00Z
Case 18,Final Inspection Q.C.,2012-01-24T07:28:00Z
Case 18,Packing,2012-01-24T08:03:00Z
Case 18,Final Inspection Q.C.,2012-01-24T08:14:00Z
Case 18,Final Inspection Q.C.,2012-01-24T08:14:00Z
Case 18,Final Inspection Q.C.,2012-01-24T09:00:00Z
Case 18,Final Inspection Q.C.,2012-01-24T09:00:00Z
Case 18,Final Inspection Q.C.,2012-01-24T09:00:00Z
Case 18,Final Inspection Q.C.,2012-01-24T09:48:00Z
Case 18,Final Inspection Q.C.,2012-01-24T09:51:00Z
Case 18,Final Inspection Q.C.,2012-01-24T10:31:00Z
Case 18,Grinding Rework - Machine 27,2012-01-24T10:35:00Z
Case 18,Grinding Rework - Machine 27,2012-01-24T10:40:00Z
Case 18,Grinding Rework - Machine 27,2012-01-24T10:51:00Z
Case 18,Final Inspection Q.C.,2012-01-24T11:24:00Z
Case 18,Grinding Rework - Machine 27,2012-01-24T11:24:00Z
Case 18,Grinding Rework - Machine 12,2012-01-24T11:31:00Z
Case 18,Packing,2012-01-24T11:47:00Z
Case 18,Final Inspection Q.C.,2012-01-24T11:52:00Z
Case 18,Packing,2012-01-24T12:22:00Z
Case 18,Final Inspection Q.C.,2012-01-24T12:25:00Z
Case 182,Turning & Milling Q.C.,2012-01-24T12:43:00Z
Case 182,Grinding Rework - Machine 12,2012-01-24T13:20:00Z
Case 182,Final Inspection Q.C.,2012-01-24T13:30:00Z
Case 182,Turning & Milling Q.C.,2012-01-24T13:38:00Z
Case 182,Packing,2012-01-24T13:40:00Z
Case 182,Turning & Milling Q.C.,2012-01-24T14:25:00Z
Case 182,Turning & Milling - Machine 6,2012-01-24T14:32:00Z
Case 182,Laser Marking - Machine 7,2012-01-24T14:41:00Z
Case 182,Lapping - Machine 1,2012-01-24T14:48:00Z
Case 182,Turning & Milling Q.C.,2012-01-24T14:53:00Z
Case 182,Packing,2012-01-24T15:00:00Z
Case 182,Round Grinding - Machine 3,2012-01-24T15:20:00Z
Case 182,Final Inspection Q.C.,2012-01-24T15:30:00Z
Case 185,Turning & Milling - Machine 10,2012-01-24T16:06:00Z
Case 185,Grinding Rework - Machine 27,2012-01-24T17:01:00Z
Case 185,Packing,2012-01-24T17:15:00Z
Case 185,Packing,2012-01-24T18:08:00Z
Case 185,Final Inspection Q.C.,2012-01-24T20:00:00Z
Case 185,Turning & Milling Q.C.,2012-01-24T20:08:00Z
Case 185,Turning & Milling Q.C.,2012-01-24T20:58:00Z
Case 185,Laser Marking - Machine 7,2012-01-24T21:30:00Z
Case 185,Lapping - Machine 1,2012-01-24T22:00:00Z
Case 185,Final Inspection Q.C.,2012-01-24T23:27:00Z
Case 185,Final Inspection Q.C.,2012-01-24T23:27:00Z
Case 185,Lapping - Machine 1,2012-01-24T23:54:00Z
Case 185,Round Grinding - Machine 2,2012-01-25T00:00:00Z
Case 185,Round Grinding - Machine 2,2012-01-25T00:00:00Z
Case 185,Round Grinding - Machine 2,2012-01-25T00:00:00Z
Case 185,Round Grinding - Machine 2,2012-01-25T02:11:00Z
Case 185,Round Grinding - Machine 2,2012-01-25T04:46:00Z
Case 185,Final Inspection Q.C.,2012-01-25T06:50:00Z
Case 185,Final Inspection Q.C.,2012-01-25T06:55:00Z
Case 185,Packing,2012-01-25T07:00:00Z
Case 185,Final Inspection Q.C.,2012-01-25T07:00:00Z
Case 187,Lapping - Machine 1,2012-01-25T07:00:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:03:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:07:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:09:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:10:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:11:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:17:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:30:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T07:58:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T08:00:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T08:17:00Z
Case 187,Lapping - Machine 1,2012-01-25T08:17:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T08:18:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T09:00:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T09:07:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T09:18:00Z
Case 187,Final Inspection Q.C.,2012-01-25T09:21:00Z
Case 187,Final Inspection Q.C.,2012-01-25T09:31:00Z
Case 187,Final Inspection Q.C.,2012-01-25T10:01:00Z
Case 187,Final Inspection Q.C.,2012-01-25T11:00:00Z
Case 187,Packing,2012-01-25T11:11:00Z
Case 187,Final Inspection Q.C.,2012-01-25T11:11:00Z
Case 187,Final Inspection Q.C.,2012-01-25T11:16:00Z
Case 187,Round Grinding - Machine 3,2012-01-25T11:17:00Z
Case 187,Final Inspection Q.C.,2012-01-25T12:09:00Z
Case 187,Final Inspection Q.C.,2012-01-25T12:10:00Z
Case 187,Final Inspection Q.C.,2012-01-25T12:13:00Z
Case 187,Final Inspection Q.C.,2012-01-25T12:21:00Z
Case 187,Final Inspection Q.C.,2012-01-25T12:39:00Z
Case 187,Packing,2012-01-25T13:20:00Z
Case 187,Packing,2012-01-25T13:22:00Z
Case 187,Packing,2012-01-25T14:10:00Z
Case 187,Final Inspection Q.C.,2012-01-25T14:21:00Z
Case 187,Laser Marking - Machine 7,2012-01-25T14:36:00Z
Case 188,Laser Marking - Machine 7,2012-01-25T14:44:00Z
Case 188,Lapping - Machine 1,2012-01-25T14:49:00Z
Case 188,Lapping - Machine 1,2012-01-25T14:50:00Z
Case 188,Lapping - Machine 1,2012-01-25T15:00:00Z
Case 188,Turning & Milling Q.C.,2012-01-25T15:21:00Z
Case 188,Wire Cut - Machine 13,2012-01-25T15:30:00Z
Case 188,Round Grinding - Machine 3,2012-01-25T16:00:00Z
Case 188,Round Grinding - Machine 3,2012-01-25T16:00:00Z
Case 188,Round Grinding - Machine 3,2012-01-25T16:10:00Z
Case 188,Round Grinding - Machine 3,2012-01-25T16:48:00Z
Case 188,Final Inspection Q.C.,2012-01-25T17:02:00Z
Case 188,Round Grinding - Machine 3,2012-01-25T17:50:00Z
Case 188,Laser Marking - Machine 7,2012-01-25T19:50:00Z
Case 188,Lapping - Machine 1,2012-01-25T19:58:00Z
Case 188,Round Grinding - Machine 3,2012-01-25T20:24:00Z
Case 188,Round Grinding - Machine 3,2012-01-25T22:46:00Z
Case 188,Final Inspection Q.C.,2012-01-26T00:04:00Z
Case 188,Round Grinding - Machine 3,2012-01-26T02:38:00Z
Case 188,Round Grinding - Machine 3,2012-01-26T06:44:00Z
Case 188,Final Inspection Q.C.,2012-01-26T06:50:00Z
Case 188,Final Inspection Q.C.,2012-01-26T07:00:00Z
Case 188,Turning & Milling Q.C.,2012-01-26T07:00:00Z
Case 188,Turning & Milling Q.C.,2012-01-26T07:02:00Z
Case 188,Turning & Milling Q.C.,2012-01-26T07:06:00Z
Case 188,Final Inspection Q.C.,2012-01-26T07:24:00Z
Case 188,Packing,2012-01-26T07:26:00Z
Case 188,Final Inspection Q.C.,2012-01-26T08:00:00Z
Case 188,Packing,2012-01-26T08:00:00Z
Case 188,Final Inspection Q.C.,2012-01-26T08:15:00Z
Case 189,Turning & Milling Q.C.,2012-01-26T08:17:00Z
Case 189,Turning & Milling Q.C.,2012-01-26T08:21:00Z
Case 189,Turning & Milling Q.C.,2012-01-26T08:35:00Z
Case 189,Final Inspection Q.C.,2012-01-26T09:00:00Z
Case 189,Final Inspection Q.C.,2012-01-26T09:00:00Z
Case 189,Packing,2012-01-26T09:00:00Z
Case 19,Turning & Milling - Machine 5,2012-01-26T09:21:00Z
Case 19,Turning & Milling Q.C.,2012-01-26T09:32:00Z
Case 19,Turning & Milling - Machine 4,2012-01-26T09:51:00Z
Case 19,Turning & Milling Q.C.,2012-01-26T10:00:00Z
Case 19,Laser Marking - Machine 7,2012-01-26T10:10:00Z
Case 19,Lapping - Machine 1,2012-01-26T10:30:00Z
Case 19,Lapping - Machine 1,2012-01-26T10:52:00Z
Case 19,Round Grinding - Machine 3,2012-01-26T10:52:00Z
Case 19,Round Grinding - Machine 3,2012-01-26T11:00:00Z
Case 19,Round Grinding - Machine 3,2012-01-26T11:11:00Z
Case 19,Round  Q.C.,2012-01-26T11:25:00Z
Case 19,Packing,2012-01-26T11:25:00Z
Case 19,Packing,2012-01-26T11:30:00Z
Case 19,Round  Q.C.,2012-01-26T11:35:00Z
Case 19,Final Inspection Q.C.,2012-01-26T11:49:00Z
Case 190,Packing,2012-01-26T12:00:00Z
Case 190,Final Inspection Q.C.,2012-01-26T13:20:00Z
Case 190,Turning & Milling Q.C.,2012-01-26T13:20:00Z
Case 190,Final Inspection Q.C.,2012-01-26T13:55:00Z
Case 190,Turning & Milling Q.C.,2012-01-26T14:00:00Z
Case 192,Rework Milling - Machine 28,2012-01-26T14:50:00Z
Case 192,Turning & Milling Q.C.,2012-01-26T15:18:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T15:38:00Z
Case 192,Turning & Milling Q.C.,2012-01-26T16:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T16:06:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T16:22:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T16:30:00Z
Case 192,Turning & Milling Q.C.,2012-01-26T16:37:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T16:39:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T16:40:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T18:18:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T20:20:00Z
Case 192,Turning & Milling Q.C.,2012-01-26T20:31:00Z
Case 192,Turning & Milling - Machine 9,2012-01-26T20:33:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T00:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T01:43:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T01:44:00Z
Case 192,Turning & Milling Q.C.,2012-01-27T01:45:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T06:49:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T06:49:00Z
Case 192,Turning & Milling Q.C.,2012-01-27T06:50:00Z
Case 192,Turning & Milling Q.C.,2012-01-27T06:52:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T07:00:00Z
Case 192,Turning & Milling Q.C.,2012-01-27T07:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T07:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T07:04:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T07:22:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T07:38:00Z
Case 192,Turning & Milling Q.C.,2012-01-27T08:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T08:01:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T08:20:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T09:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T09:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T10:00:00Z
Case 192,Turning & Milling Q.C.,2012-01-27T10:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T10:11:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T10:30:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T11:12:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T12:00:00Z
Case 192,Turning & Milling Q.C.,2012-01-27T12:13:00Z
Case 192,Turning & Milling - Machine 9,2012-01-27T12:20:00Z
Case 192,Milling - Machine 14,2012-01-27T12:41:00Z
Case 192,Milling - Machine 14,2012-01-28T10:00:00Z
Case 192,Final Inspection Q.C.,2012-01-28T12:00:00Z
Case 192,Turning & Milling - Machine 9,2012-01-28T12:10:00Z
Case 192,Milling - Machine 14,2012-01-28T13:00:00Z
Case 192,Milling - Machine 14,2012-01-28T13:00:00Z
Case 192,Milling - Machine 14,2012-01-28T22:17:00Z
Case 192,Milling - Machine 14,2012-01-28T22:18:00Z
Case 192,Milling - Machine 14,2012-01-28T23:30:00Z
Case 192,Turning & Milling - Machine 9,2012-01-29T00:00:00Z
Case 192,Milling - Machine 14,2012-01-29T00:00:00Z
Case 192,Milling - Machine 14,2012-01-29T00:00:00Z
Case 192,Milling - Machine 14,2012-01-29T00:00:00Z
Case 192,Milling - Machine 14,2012-01-29T00:00:00Z
Case 192,Milling - Machine 14,2012-01-29T06:50:00Z
Case 192,Milling - Machine 14,2012-01-29T07:00:00Z
Case 192,Milling - Machine 14,2012-01-29T07:00:00Z
Case 192,Milling - Machine 14,2012-01-29T07:00:00Z
Case 192,Milling - Machine 14,2012-01-29T07:02:00Z
Case 192,Milling - Machine 14,2012-01-29T07:05:00Z
Case 192,Packing,2012-01-29T07:15:00Z
Case 192,Final Inspection Q.C.,2012-01-29T07:20:00Z
Case 194,Turning & Milling - Machine 10,2012-01-29T07:21:00Z
Case 194,Turning & Milling - Machine 10,2012-01-29T07:22:00Z
Case 194,Turning & Milling Q.C.,2012-01-29T07:24:00Z
Case 194,Turning & Milling - Machine 10,2012-01-29T08:09:00Z
Case 194,Turning & Milling Q.C.,2012-01-29T08:12:00Z
Case 194,Turning & Milling - Machine 10,2012-01-29T08:21:00Z
Case 194,Turning & Milling - Machine 10,2012-01-29T08:27:00Z
Case 194,Turning & Milling Q.C.,2012-01-29T09:00:00Z
Case 194,Turning & Milling - Machine 10,2012-01-29T09:00:00Z
Case 194,Stress Relief,2012-01-29T09:02:00Z
Case 194,Turning & Milling - Machine 10,2012-01-29T09:02:00Z
Case 194,Turning & Milling Q.C.,2012-01-29T09:06:00Z
Case 194,Turning - Machine 9,2012-01-29T09:29:00Z
Case 194,Turning - Machine 9,2012-01-29T09:35:00Z
Case 194,Turning - Machine 9,2012-01-29T09:35:00Z
Case 194,Turning & Milling Q.C.,2012-01-29T09:36:00Z
Case 194,Turning - Machine 9,2012-01-29T09:40:00Z
Case 194,Turning - Machine 9,2012-01-29T10:06:00Z
Case 194,Turning Q.C.,2012-01-29T10:24:00Z
Case 194,Laser Marking - Machine 7,2012-01-29T10:43:00Z
Case 194,Lapping - Machine 1,2012-01-29T11:19:00Z
Case 194,Lapping - Machine 1,2012-01-29T11:31:00Z
Case 194,Final Inspection Q.C.,2012-01-29T11:44:00Z
Case 194,Final Inspection Q.C.,2012-01-29T12:00:00Z
Case 194,Final Inspection Q.C.,2012-01-29T13:00:00Z
Case 194,Final Inspection Q.C.,2012-01-29T13:20:00Z
Case 194,Grinding Rework - Machine 27,2012-01-29T13:20:00Z
Case 194,Final Inspection Q.C.,2012-01-29T13:31:00Z
Case 194,Final Inspection Q.C.,2012-01-29T13:42:00Z
Case 194,Packing,2012-01-29T13:46:00Z
Case 194,Packing,2012-01-29T13:53:00Z
Case 194,Packing,2012-01-29T13:54:00Z
Case 194,Packing,2012-01-29T16:00:00Z
Case 195,Turning & Milling Q.C.,2012-01-29T16:02:00Z
Case 195,Flat Grinding - Machine 11,2012-01-29T16:11:00Z
Case 195,Lapping - Machine 1,2012-01-29T16:19:00Z
Case 195,Lapping - Machine 1,2012-01-29T16:43:00Z
Case 195,Flat Grinding - Machine 11,2012-01-29T16:44:00Z
Case 195,Flat Grinding - Machine 11,2012-01-29T16:44:00Z
Case 195,Round Grinding - Machine 2,2012-01-29T16:45:00Z
Case 195,Round Grinding - Machine 2,2012-01-29T16:52:00Z
Case 195,Round Grinding - Machine 2,2012-01-29T17:00:00Z
Case 195,Round Grinding - Machine 2,2012-01-29T17:59:00Z
Case 195,Round Grinding - Machine 2,2012-01-29T19:54:00Z
Case 195,Round Grinding - Q.C.,2012-01-29T19:57:00Z
Case 195,Packing,2012-01-29T19:59:00Z
Case 195,Final Inspection Q.C.,2012-01-29T20:09:00Z
Case 196,Turning & Milling Q.C.,2012-01-29T20:09:00Z
Case 196,Grinding Rework - Machine 27,2012-01-29T20:45:00Z
Case 196,Final Inspection Q.C.,2012-01-29T22:00:00Z
Case 196,Packing,2012-01-29T23:20:00Z
Case 198,Turning & Milling - Machine 5,2012-01-29T23:24:00Z
Case 198,Turning & Milling - Machine 5,2012-01-29T23:46:00Z
Case 198,Turning & Milling - Machine 5,2012-01-29T23:47:00Z
Case 198,Turning & Milling Q.C.,2012-01-30T00:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-30T00:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-30T00:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-30T00:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-30T00:00:00Z
Case 198,Turning & Milling - Machine 5,2012-01-30T00:00:00Z
Case 198,Turning & Milling Q.C.,2012-01-30T00:00:00Z
Case 198,Laser Marking - Machine 7,2012-01-30T00:00:00Z
Case 198,Turning Rework - Machine 21,2012-01-30T00:00:00Z
Case 198,Turning & Milling Q.C.,2012-01-30T00:00:00Z
Case 198,Lapping - Machine 1,2012-01-30T05:44:00Z
Case 198,Lapping - Machine 1,2012-01-30T06:57:00Z
Case 198,Lapping - Machine 1,2012-01-30T06:58:00Z
Case 198,Lapping - Machine 1,2012-01-30T06:59:00Z
Case 198,Lapping - Machine 1,2012-01-30T06:59:00Z
Case 198,Laser Marking - Machine 7,2012-01-30T07:00:00Z
Case 198,Lapping - Machine 1,2012-01-30T07:00:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:02:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:04:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:04:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:12:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:21:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:30:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:33:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:37:00Z
Case 198,Round Grinding - Machine 2,2012-01-30T07:40:00Z
Case 198,Final Inspection Q.C.,2012-01-30T08:06:00Z
Case 198,Packing,2012-01-30T08:08:00Z
Case 198,Packing,2012-01-30T08:10:00Z
Case 198,Final Inspection Q.C.,2012-01-30T08:28:00Z
Case 198,Grinding Rework - Machine 27,2012-01-30T09:00:00Z
Case 198,Packing,2012-01-30T09:02:00Z
Case 198,Final Inspection Q.C.,2012-01-30T09:05:00Z
Case 198,Laser Marking - Machine 7,2012-01-30T09:06:00Z
Case 199,Lapping - Machine 1,2012-01-30T09:09:00Z
Case 199,Lapping - Machine 1,2012-01-30T09:47:00Z
Case 199,Lapping - Machine 1,2012-01-30T09:48:00Z
Case 199,Lapping - Machine 1,2012-01-30T10:00:00Z
Case 199,Lapping - Machine 1,2012-01-30T10:19:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T10:20:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T10:29:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T10:29:00Z
Case 199,Lapping - Machine 1,2012-01-30T10:45:00Z
Case 199,Lapping - Machine 1,2012-01-30T10:59:00Z
Case 199,Turning & Milling Q.C.,2012-01-30T11:00:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T11:36:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T13:20:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T13:54:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T14:30:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T14:38:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T14:47:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T15:19:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T15:30:00Z
Case 199,Lapping - Machine 1,2012-01-30T15:31:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T15:58:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T16:03:00Z
Case 199,Round Grinding - Machine 2,2012-01-30T16:07:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T16:09:00Z
Case 199,Final Inspection Q.C.,2012-01-30T16:11:00Z
Case 199,Final Inspection Q.C.,2012-01-30T16:57:00Z
Case 199,Turning & Milling Q.C.,2012-01-30T17:00:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T17:35:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T17:37:00Z
Case 199,Laser Marking - Machine 7,2012-01-30T19:50:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T20:04:00Z
Case 199,Final Inspection Q.C.,2012-01-30T20:30:00Z
Case 199,Final Inspection Q.C.,2012-01-30T20:57:00Z
Case 199,Final Inspection Q.C.,2012-01-30T21:05:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T22:46:00Z
Case 199,Final Inspection Q.C.,2012-01-30T23:33:00Z
Case 199,Final Inspection Q.C.,2012-01-30T23:34:00Z
Case 199,Turning & Milling - Machine 10,2012-01-30T23:43:00Z
Case 199,Final Inspection Q.C.,2012-01-31T00:00:00Z
Case 199,Final Inspection Q.C.,2012-01-31T00:00:00Z
Case 199,Turning & Milling - Machine 10,2012-01-31T00:00:00Z
Case 199,Turning & Milling Q.C.,2012-01-31T00:00:00Z
Case 199,Turning & Milling Q.C.,2012-01-31T00:00:00Z
Case 199,Turning & Milling Q.C.,2012-01-31T03:00:00Z
Case 199,Turning & Milling Q.C.,2012-01-31T06:15:00Z
Case 199,Laser Marking - Machine 7,2012-01-31T07:00:00Z
Case 199,Grinding Rework - Machine 27,2012-01-31T07:00:00Z
Case 199,Final Inspection Q.C.,2012-01-31T07:00:00Z
Case 199,Final Inspection Q.C.,2012-01-31T07:00:00Z
Case 199,Packing,2012-01-31T07:00:00Z
Case 199,Lapping - Machine 1,2012-01-31T07:03:00Z
Case 199,Round Grinding - Machine 3,2012-01-31T07:08:00Z
Case 199,Lapping - Machine 1,2012-01-31T07:09:00Z
Case 199,Round Grinding - Machine 3,2012-01-31T07:14:00Z
Case 199,Round Grinding - Machine 3,2012-01-31T07:15:00Z
Case 199,Lapping - Machine 1,2012-01-31T07:17:00Z
Case 199,Lapping - Machine 1,2012-01-31T07:47:00Z
Case 199,Lapping - Machine 1,2012-01-31T07:48:00Z
Case 199,Round Grinding - Machine 3,2012-01-31T08:04:00Z
Case 199,Lapping - Machine 1,2012-01-31T08:27:00Z
Case 199,Lapping - Machine 1,2012-01-31T08:30:00Z
