case,activity,Resource,time,Complete Timestamp,Span,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 18,Final Inspection Q.C.,Quality Check 1,29/02/2012 13:20,29/02/2012 14:20,001:00,557,Cable Head,ID4163,D,0,6,0,
Case 18,Final Inspection Q.C.,Quality Check 1,29/02/2012 14:20,29/02/2012 15:00,000:40,557,Cable Head,ID4163,D,0,5,0,
Case 18,Final Inspection Q.C.,Quality Check 1,29/02/2012 15:00,29/02/2012 15:45,000:45,557,Cable Head,ID4163,D,0,4,0,
Case 18,Final Inspection Q.C.,Quality Check 1,29/02/2012 15:45,29/02/2012 16:12,000:27,557,Cable Head,ID4163,D,0,1,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,29/02/2012 16:04,29/02/2012 18:14,002:10,557,Cable Head,ID0998,D,24,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,29/02/2012 20:37,01/03/2012 04:07,007:30,557,Cable Head,ID4385,D,10,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,01/03/2012 00:00,01/03/2012 01:15,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,01/03/2012 00:00,01/03/2012 01:15,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,01/03/2012 04:20,01/03/2012 06:46,002:26,557,Cable Head,ID0420,D,7,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,01/03/2012 07:02,01/03/2012 15:57,008:55,557,Cable Head,ID4355,D,21,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,01/03/2012 09:24,01/03/2012 16:46,007:22,557,Cable Head,ID0998,D,45,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,01/03/2012 13:20,01/03/2012 14:25,001:05,557,Cable Head,ID4163,D,47,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,01/03/2012 20:51,02/03/2012 06:33,009:42,557,Cable Head,ID4385,D,16,0,0,
Case 18,Packing,Packing,02/03/2012 00:00,02/03/2012 01:00,000:00,557,Cable Head,ID4820,D,47,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,02/03/2012 00:00,02/03/2012 01:15,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,02/03/2012 11:15,02/03/2012 12:30,000:00,557,Cable Head,ID0998,D,45,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,03/03/2012 22:12,04/03/2012 06:46,008:34,557,Cable Head,ID4445,D,22,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,04/03/2012 07:00,04/03/2012 07:30,000:30,557,Cable Head,ID4163,D,0,8,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,04/03/2012 08:23,04/03/2012 11:34,003:11,557,Cable Head,ID0998,D,30,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,04/03/2012 10:28,04/03/2012 17:48,007:20,557,Cable Head,ID0420,D,20,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,04/03/2012 14:20,04/03/2012 18:00,003:40,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,04/03/2012 16:56,04/03/2012 17:43,000:47,557,Cable Head,ID4528,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,04/03/2012 17:43,04/03/2012 17:44,000:01,557,Cable Head,ID0998,D,0,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,04/03/2012 20:09,05/03/2012 06:49,010:40,557,Cable Head,ID4355,D,29,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,05/03/2012 00:00,05/03/2012 01:15,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Laser Marking - Machine 7,Machine 7- Laser Marking,05/03/2012 00:00,05/03/2012 01:15,000:00,557,Cable Head,ID4882,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,05/03/2012 07:00,05/03/2012 08:40,001:40,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,05/03/2012 07:01,05/03/2012 17:12,010:11,557,Cable Head,ID4528,D,0,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,05/03/2012 07:17,05/03/2012 15:53,008:36,557,Cable Head,ID0420,D,20,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,05/03/2012 08:11,05/03/2012 11:39,003:28,557,Cable Head,ID0998,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,05/03/2012 09:00,05/03/2012 12:50,003:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,05/03/2012 13:22,05/03/2012 14:47,001:25,557,Cable Head,ID4882,D,65,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,05/03/2012 14:50,05/03/2012 18:02,003:12,557,Cable Head,ID4163,D,0,0,0,
Case 18,Lapping - Machine 1,Machine 1 - Lapping,05/03/2012 15:57,05/03/2012 17:12,000:00,557,Cable Head,ID4882,D,2,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,05/03/2012 20:10,05/03/2012 22:53,002:43,557,Cable Head,ID4355,D,8,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,05/03/2012 22:54,06/03/2012 04:23,005:29,557,Cable Head,ID4445,D,16,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,06/03/2012 04:24,06/03/2012 06:19,001:55,557,Cable Head,ID4355,S,1,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,06/03/2012 06:20,06/03/2012 06:43,000:23,557,Cable Head,ID4355,D,1,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,06/03/2012 15:50,06/03/2012 17:42,001:52,557,Cable Head,ID4385,D,4,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,06/03/2012 20:10,07/03/2012 06:48,010:38,557,Cable Head,ID4355,D,27,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,07/03/2012 06:58,07/03/2012 17:36,010:38,557,Cable Head,ID0420,D,26,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,07/03/2012 20:10,07/03/2012 23:07,002:57,557,Cable Head,ID4355,D,7,0,0,
Case 18,Round Grinding - Machine 2,Machine 2 - Round Grinding,07/03/2012 23:08,07/03/2012 23:25,000:17,557,Cable Head,ID4355,D,2,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,12/03/2012 17:30,12/03/2012 18:58,001:28,557,Cable Head,ID4528,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,18/03/2012 13:20,18/03/2012 16:10,002:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,18/03/2012 16:02,18/03/2012 16:16,000:14,557,Cable Head,ID4528,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,19/03/2012 07:00,19/03/2012 08:00,001:00,557,Cable Head,ID4163,D,89,0,0,
Case 18,Packing,Packing,20/03/2012 00:00,20/03/2012 01:00,000:00,557,Cable Head,ID4820,D,89,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,20/03/2012 10:15,20/03/2012 12:50,002:35,557,Cable Head,ID4163,D,20,0,0,
Case 18,Packing,Packing,21/03/2012 00:00,21/03/2012 01:00,000:00,557,Cable Head,ID4820,D,20,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,21/03/2012 15:00,21/03/2012 18:01,003:01,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,22/03/2012 07:30,22/03/2012 08:40,001:10,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,22/03/2012 09:00,22/03/2012 12:50,003:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,22/03/2012 13:20,22/03/2012 18:04,004:44,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,23/03/2012 07:00,23/03/2012 08:40,001:40,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,23/03/2012 09:00,23/03/2012 10:30,001:30,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,25/03/2012 09:00,25/03/2012 12:50,003:50,557,Cable Head,ID4163,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,25/03/2012 13:20,25/03/2012 15:30,002:10,557,Cable Head,ID4163,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,25/03/2012 21:56,25/03/2012 23:41,001:45,557,Cable Head,ID4528,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,26/03/2012 18:06,26/03/2012 18:21,000:15,557,Cable Head,ID4528,D,0,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,26/03/2012 19:45,26/03/2012 21:23,001:38,557,Cable Head,ID4528,D,0,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,27/03/2012 09:00,27/03/2012 09:30,000:30,557,Cable Head,ID4163,D,130,0,0,
Case 18,Grinding Rework - Machine 27,Machine 27 - Grinding,27/03/2012 10:25,27/03/2012 11:40,000:00,557,Cable Head,ID4872,D,0,0,0,
Case 18,Grinding Rework - Machine 12,Machine 12 - Grinding,27/03/2012 14:20,27/03/2012 15:50,001:30,557,Cable Head,ID4872,D,0,0,0,
Case 18,Packing,Packing,28/03/2012 00:00,28/03/2012 01:00,000:00,557,Cable Head,ID4820,D,130,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,29/03/2012 17:00,29/03/2012 18:05,001:05,557,Cable Head,ID4163,D,0,0,0,
Case 18,Packing,Packing,30/03/2012 00:00,30/03/2012 01:00,000:00,557,Cable Head,ID4491,D,15,0,0,
Case 18,Final Inspection Q.C.,Quality Check 1,30/03/2012 08:00,30/03/2012 08:12,000:12,557,Cable Head,ID4163,D,15,0,0,
Case 182,Turning & Milling Q.C.,Quality Check 1,09/01/2012 11:08,09/01/2012 11:11,000:03,400,Ballnut,ID4618,D,0,0,0,
Case 182,Grinding Rework - Machine 12,Machine 12 - Grinding,06/03/2012 16:05,06/03/2012 17:45,001:40,400,Ballnut,ID4528,D,0,0,0,
Case 182,Final Inspection Q.C.,Quality Check 1,07/03/2012 15:45,07/03/2012 16:55,001:10,400,Ballnut,ID4618,D,5,1,0,
Case 182,Turning & Milling Q.C.,Quality Check 1,07/03/2012 16:58,07/03/2012 18:13,000:00,400,Ballnut,ID4618,D,0,3,0,
Case 182,Packing,Packing,08/03/2012 00:00,08/03/2012 01:00,000:00,400,Ballnut,ID4820,D,5,0,0,
Case 182,Turning & Milling Q.C.,Quality Check 1,16/03/2012 11:01,16/03/2012 11:02,000:01,400,Ballnut,ID4618,D,2,0,0,
Case 182,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,20/03/2012 00:00,20/03/2012 01:15,000:00,400,Ballnut,ID0937,D,5,0,0,
Case 182,Laser Marking - Machine 7,Machine 7- Laser Marking,25/03/2012 15:45,25/03/2012 17:00,000:00,400,Ballnut,ID0998,D,2,0,0,
Case 182,Lapping - Machine 1,Machine 1 - Lapping,27/03/2012 09:33,27/03/2012 09:34,000:01,400,Ballnut,ID4882,D,0,0,0,
Case 182,Turning & Milling Q.C.,Quality Check 1,27/03/2012 10:04,27/03/2012 18:01,007:57,400,Ballnut,ID4618,D,0,0,0,
Case 182,Packing,Packing,28/03/2012 00:00,28/03/2012 01:00,000:00,400,Ballnut,ID4820,D,2,0,0,
Case 182,Round Grinding - Machine 3,Machine 3 - Round Grinding,28/03/2012 13:56,28/03/2012 14:13,000:17,400,Ballnut,ID4872,D,2,0,0,
Case 182,Final Inspection Q.C.,Quality Check 1,28/03/2012 14:19,28/03/2012 17:34,003:15,400,Ballnut,ID4618,D,2,0,0,Y
Case 185,Turning & Milling - Machine 10,Machine 10 - Grinding,03/01/2012 00:00,03/01/2012 01:15,000:00,17,Cable Head,ID4132,D,2,0,0,
Case 185,Grinding Rework - Machine 27,Machine 27 - Grinding,04/01/2012 16:59,04/01/2012 18:31,001:32,17,Cable Head,ID4528,D,0,0,0,
Case 185,Packing,Packing,05/01/2012 00:00,05/01/2012 01:00,000:00,17,Cable Head,ID4820,D,5,0,0,
Case 185,Packing,Packing,05/01/2012 00:00,05/01/2012 01:00,000:00,17,Cable Head,ID4820,D,0,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,05/01/2012 09:30,05/01/2012 10:13,000:43,17,Cable Head,ID4287,D,5,0,0,
Case 185,Turning & Milling Q.C.,Quality Check 1,05/01/2012 11:30,05/01/2012 14:40,003:10,17,Cable Head,ID4287,D,0,0,0,
Case 185,Turning & Milling Q.C.,Quality Check 1,08/01/2012 09:00,08/01/2012 11:14,002:14,17,Cable Head,ID4287,D,7,0,0,
Case 185,Laser Marking - Machine 7,Machine 7- Laser Marking,08/01/2012 12:40,08/01/2012 13:37,000:57,17,Cable Head,ID0998,D,7,0,0,Y
Case 185,Lapping - Machine 1,Machine 1 - Lapping,26/01/2012 08:00,26/01/2012 10:00,002:00,17,Cable Head,ID0998,D,7,0,0,Y
Case 185,Final Inspection Q.C.,Quality Check 1,30/01/2012 11:00,30/01/2012 12:18,001:18,17,Cable Head,ID4287,D,0,0,5,
Case 185,Final Inspection Q.C.,Quality Check 1,25/03/2012 10:15,25/03/2012 11:10,000:55,17,Cable Head,ID4287,D,0,0,0,
Case 185,Lapping - Machine 1,Machine 1 - Lapping,25/03/2012 14:47,25/03/2012 15:19,000:32,17,Cable Head,ID0998,D,0,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,26/03/2012 04:20,26/03/2012 07:02,002:42,17,Cable Head,ID4385,S,0,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,26/03/2012 07:04,26/03/2012 09:33,002:29,17,Cable Head,ID4355,S,1,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,26/03/2012 09:34,26/03/2012 11:29,001:55,17,Cable Head,ID4355,D,6,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,26/03/2012 11:29,26/03/2012 14:16,002:47,17,Cable Head,ID4355,S,1,0,0,
Case 185,Round Grinding - Machine 2,Machine 2 - Round Grinding,26/03/2012 14:16,26/03/2012 16:14,001:58,17,Cable Head,ID4355,D,6,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,28/03/2012 09:00,28/03/2012 18:02,009:02,17,Cable Head,ID4287,D,0,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,29/03/2012 12:00,29/03/2012 15:50,003:50,17,Cable Head,ID4287,D,0,0,0,
Case 185,Packing,Packing,30/03/2012 00:00,30/03/2012 01:00,000:00,17,Cable Head,ID4491,D,7,0,0,
Case 185,Final Inspection Q.C.,Quality Check 1,30/03/2012 08:00,30/03/2012 08:40,000:40,17,Cable Head,ID4287,D,7,0,0,
Case 187,Lapping - Machine 1,Machine 1 - Lapping,02/01/2012 07:00,02/01/2012 09:30,002:30,200,Cable Head,ID4882,D,0,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,10/01/2012 13:25,10/01/2012 15:49,002:24,200,Cable Head,ID4385,S,0,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,10/01/2012 17:44,10/01/2012 20:04,002:20,200,Cable Head,ID4355,S,2,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,10/01/2012 20:05,11/01/2012 06:52,010:47,200,Cable Head,ID4445,D,33,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,11/01/2012 06:57,11/01/2012 15:54,008:57,200,Cable Head,ID4385,D,25,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,11/01/2012 15:54,11/01/2012 19:59,004:05,200,Cable Head,ID4355,D,10,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,11/01/2012 20:00,12/01/2012 06:44,010:44,200,Cable Head,ID4445,D,37,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,12/01/2012 06:59,12/01/2012 15:51,008:52,200,Cable Head,ID4385,D,21,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,12/01/2012 16:04,12/01/2012 23:42,007:38,200,Cable Head,ID4872,D,23,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,13/01/2012 00:21,13/01/2012 03:18,002:57,200,Cable Head,ID4445,D,7,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,15/01/2012 12:21,15/01/2012 16:09,003:48,200,Cable Head,ID4445,D,0,0,0,
Case 187,Lapping - Machine 1,Machine 1 - Lapping,15/01/2012 15:14,15/01/2012 15:57,000:43,200,Cable Head,ID4882,D,0,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,15/01/2012 16:19,15/01/2012 23:39,007:20,200,Cable Head,ID4385,D,14,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,15/01/2012 23:33,16/01/2012 05:17,005:44,200,Cable Head,ID4528,D,8,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,16/01/2012 19:28,16/01/2012 21:20,001:52,200,Cable Head,ID4385,D,0,0,0,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,16/01/2012 21:21,16/01/2012 23:40,002:19,200,Cable Head,ID4385,D,0,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,19/01/2012 10:11,19/01/2012 16:02,005:51,200,Cable Head,ID4493,D,0,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,22/01/2012 10:14,22/01/2012 16:01,005:47,200,Cable Head,ID4493,D,0,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,23/01/2012 10:05,23/01/2012 16:01,005:56,200,Cable Head,ID4493,D,0,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,24/01/2012 09:51,24/01/2012 15:52,006:01,200,Cable Head,ID4493,D,0,0,0,
Case 187,Packing,Packing,25/01/2012 00:00,25/01/2012 01:00,000:00,200,Cable Head,ID4820,D,60,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,25/01/2012 10:01,25/01/2012 12:01,002:00,200,Cable Head,ID4493,D,60,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,27/01/2012 06:49,27/01/2012 08:00,001:11,200,Cable Head,ID4493,D,0,0,5,
Case 187,Round Grinding - Machine 3,Machine 3 - Round Grinding,29/01/2012 00:00,29/01/2012 01:15,000:00,200,Cable Head,ID4385,D,7,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,29/01/2012 06:50,29/01/2012 07:05,000:15,200,Cable Head,ID4493,D,0,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,29/01/2012 07:05,29/01/2012 07:14,000:09,200,Cable Head,ID4493,D,119,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,29/01/2012 09:35,29/01/2012 10:36,001:01,200,Cable Head,ID4493,D,0,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,29/01/2012 10:24,29/01/2012 12:19,001:55,200,Cable Head,ID4493,D,0,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,29/01/2012 13:42,29/01/2012 13:44,000:02,200,Cable Head,ID4493,D,1,2,0,
Case 187,Packing,Packing,30/01/2012 00:00,30/01/2012 01:00,000:00,200,Cable Head,ID4820,D,120,0,0,Y
Case 187,Packing,Packing,31/01/2012 00:00,31/01/2012 01:00,000:00,200,Cable Head,ID4291,D,5,0,0,
Case 187,Packing,Packing,09/02/2012 00:00,09/02/2012 01:00,000:00,200,Cable Head,ID4491,D,1,0,0,
Case 187,Final Inspection Q.C.,Quality Check 1,09/02/2012 06:50,09/02/2012 09:51,003:01,200,Cable Head,ID4493,D,1,0,0,
Case 187,Laser Marking - Machine 7,Machine 7- Laser Marking,27/02/2012 00:00,27/02/2012 01:15,000:00,200,Cable Head,ID0998,D,0,4,0,
Case 188,Laser Marking - Machine 7,Machine 7- Laser Marking,02/01/2012 12:15,02/01/2012 14:00,001:45,350,Punch Holder,ID0998,D,144,0,0,
Case 188,Lapping - Machine 1,Machine 1 - Lapping,02/01/2012 12:20,02/01/2012 12:50,000:30,350,Punch Holder,ID4882,D,0,0,0,
Case 188,Lapping - Machine 1,Machine 1 - Lapping,02/01/2012 13:20,02/01/2012 16:00,002:40,350,Punch Holder,ID4882,D,0,0,0,
Case 188,Lapping - Machine 1,Machine 1 - Lapping,02/01/2012 16:00,02/01/2012 17:00,001:00,350,Punch Holder,ID0998,D,144,0,0,
Case 188,Turning & Milling Q.C.,Quality Check 1,17/01/2012 11:18,17/01/2012 11:22,000:04,350,Punch Holder,ID4618,D,27,0,0,
Case 188,Wire Cut - Machine 13,Wire Cut - Machine 13,29/01/2012 07:00,29/01/2012 13:00,006:00,350,Punch Holder,ID3767,D,27,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,01/02/2012 12:24,01/02/2012 14:34,002:10,350,Punch Holder,ID4445,S,0,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,01/02/2012 14:34,01/02/2012 17:59,003:25,350,Punch Holder,ID4445,D,22,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,01/02/2012 20:24,02/02/2012 06:47,010:23,350,Punch Holder,ID0420,D,45,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,02/02/2012 07:02,02/02/2012 09:57,002:55,350,Punch Holder,ID4445,D,10,0,0,
Case 188,Final Inspection Q.C.,Quality Check 1,02/02/2012 09:19,02/02/2012 09:23,000:04,350,Punch Holder,ID4618,D,0,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,02/02/2012 10:36,02/02/2012 13:31,002:55,350,Punch Holder,ID4445,D,12,0,0,
Case 188,Laser Marking - Machine 7,Machine 7- Laser Marking,02/02/2012 10:38,02/02/2012 10:40,000:02,350,Punch Holder,ID0998,D,27,0,0,
Case 188,Lapping - Machine 1,Machine 1 - Lapping,02/02/2012 13:29,02/02/2012 13:30,000:01,350,Punch Holder,ID0998,D,27,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,02/02/2012 13:32,02/02/2012 13:55,000:23,350,Punch Holder,ID4445,D,0,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,02/02/2012 19:58,03/02/2012 00:55,004:57,350,Punch Holder,ID0420,D,23,0,0,
Case 188,Final Inspection Q.C.,Quality Check 1,03/02/2012 10:36,03/02/2012 12:54,002:18,350,Punch Holder,ID4618,D,0,0,0,
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,04/02/2012 22:45,05/02/2012 06:53,008:08,350,Punch Holder,ID4445,D,39,0,0,Y
Case 188,Round Grinding - Machine 3,Machine 3 - Round Grinding,05/02/2012 00:00,05/02/2012 01:15,000:00,350,Punch Holder,ID4445,D,20,0,0,
Case 188,Final Inspection Q.C.,Quality Check 1,05/02/2012 07:28,05/02/2012 11:32,004:04,350,Punch Holder,ID4618,D,0,0,0,
Case 188,Final Inspection Q.C.,Quality Check 1,05/02/2012 14:04,05/02/2012 14:07,000:03,350,Punch Holder,ID4618,D,27,0,0,
Case 188,Turning & Milling Q.C.,Quality Check 1,05/02/2012 14:15,05/02/2012 14:18,000:03,350,Punch Holder,ID4618,D,0,5,0,
Case 188,Turning & Milling Q.C.,Quality Check 1,05/02/2012 14:16,05/02/2012 14:43,000:27,350,Punch Holder,ID4618,D,0,0,0,
Case 188,Turning & Milling Q.C.,Quality Check 1,05/02/2012 14:17,05/02/2012 14:43,000:26,350,Punch Holder,ID4618,D,0,0,0,
Case 188,Final Inspection Q.C.,Quality Check 1,05/02/2012 14:39,05/02/2012 14:44,000:05,350,Punch Holder,ID4618,D,0,6,0,
Case 188,Packing,Packing,06/02/2012 00:00,06/02/2012 01:00,000:00,350,Punch Holder,ID4820,D,27,0,0,
Case 188,Final Inspection Q.C.,Quality Check 1,06/02/2012 07:14,06/02/2012 18:01,010:47,350,Punch Holder,ID4618,D,0,0,0,
Case 188,Packing,Packing,07/02/2012 00:00,07/02/2012 01:00,000:00,350,Punch Holder,ID4491,D,149,0,0,
Case 188,Final Inspection Q.C.,Quality Check 1,07/02/2012 13:48,07/02/2012 15:03,000:00,350,Punch Holder,ID4618,D,149,0,0,
Case 189,Turning & Milling Q.C.,Quality Check 1,02/01/2012 00:00,02/01/2012 01:15,000:00,8,Tube,ID4163,D,0,1,0,
Case 189,Turning & Milling Q.C.,Quality Check 1,02/01/2012 13:00,02/01/2012 14:00,001:00,8,Tube,ID4163,D,0,1,0,
Case 189,Turning & Milling Q.C.,Quality Check 1,02/01/2012 14:00,02/01/2012 16:10,002:10,8,Tube,ID4163,D,0,1,0,Y
Case 189,Final Inspection Q.C.,Quality Check 1,03/01/2012 07:00,03/01/2012 13:00,006:00,8,Tube,ID4163,D,0,0,0,
Case 189,Final Inspection Q.C.,Quality Check 1,04/01/2012 10:00,04/01/2012 12:50,002:50,8,Tube,ID4163,D,1,0,0,
Case 189,Packing,Packing,05/01/2012 00:00,05/01/2012 01:00,000:00,8,Tube,ID4820,D,1,0,0,
Case 19,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,30/01/2012 10:59,30/01/2012 16:10,005:11,33,Cable Head,ID4167,S,1,0,0,
Case 19,Turning & Milling Q.C.,Quality Check 1,30/01/2012 17:00,30/01/2012 18:05,001:05,33,Cable Head,ID4163,S,0,0,0,
Case 19,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,30/01/2012 19:50,31/01/2012 06:40,010:50,33,Cable Head,ID4932,D,32,0,0,
Case 19,Turning & Milling Q.C.,Quality Check 1,31/01/2012 14:50,31/01/2012 16:10,001:20,33,Cable Head,ID4163,D,33,0,0,
Case 19,Laser Marking - Machine 7,Machine 7- Laser Marking,01/02/2012 08:27,01/02/2012 09:19,000:52,33,Cable Head,ID0998,D,33,0,0,
Case 19,Lapping - Machine 1,Machine 1 - Lapping,20/02/2012 00:00,20/02/2012 01:15,000:00,33,Cable Head,ID4882,D,0,0,0,
Case 19,Lapping - Machine 1,Machine 1 - Lapping,20/02/2012 15:21,20/02/2012 15:59,000:38,33,Cable Head,ID4882,D,31,0,0,
Case 19,Round Grinding - Machine 3,Machine 3 - Round Grinding,21/02/2012 11:30,21/02/2012 13:00,001:30,33,Cable Head,ID4385,S,0,0,0,
Case 19,Round Grinding - Machine 3,Machine 3 - Round Grinding,21/02/2012 16:22,21/02/2012 20:10,003:48,33,Cable Head,ID4872,D,10,0,0,
Case 19,Round Grinding - Machine 3,Machine 3 - Round Grinding,21/02/2012 20:10,22/02/2012 03:45,007:35,33,Cable Head,ID4445,D,21,0,0,
Case 19,Round  Q.C.,Quality Check 2,22/02/2012 17:49,22/02/2012 19:04,000:00,33,Cable Head,ID4493,D,0,0,0,
Case 19,Packing,Packing,23/02/2012 00:00,23/02/2012 01:00,000:00,33,Cable Head,ID4820,D,25,0,0,
Case 19,Packing,Packing,23/02/2012 00:00,23/02/2012 01:00,000:00,33,Cable Head,ID4820,D,4,0,0,Y
Case 19,Round  Q.C.,Quality Check 2,23/02/2012 08:36,23/02/2012 09:36,001:00,33,Cable Head,ID4493,D,29,2,0,Y
